id,main,description,icon,base,visibility,dt,timezone,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,filler_0,filler_1,filler_2,main.sea_level,main.grnd_level,wind.gust,snow.1h,message,filler_3,filler_4,filler_5,filler_6,filler_7,filler_8,filler_9,filler_10,filler_11,filler_12,filler_13,filler_14,filler_15,filler_16,filler_17,filler_18,filler_19,filler_20,filler_21,filler_22,filler_23,filler_24,filler_25,filler_26,rain.1h
81,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737789.0,18000.0,Gari,200,62.35,59.43,-421.2507999999998,262.79,21.344000000000072,21.344000000000072,1015.0,97.0,2.42,286.0,85.0,,,RU,1608698895.0,1608720670.0,,,,1015.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,801.0,Clouds,few clouds,02d,stations,10000.0,1608737581.0,7200.0,Port Elizabeth,200,25.57,-33.92,-327.54999999999995,288.45,73.4,73.4,1007.0,69.0,14.4,230.0,20.0,1.0,1973.0,ZA,1608692672.0,1608744553.0,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737697.0,-28800.0,Williams Lake,200,-122.14,52.14,-431.4244,258.5,14.0,17.00600000000003,1027.0,92.0,3.6,130.0,75.0,1.0,970.0,CA,1608740181.0,1608767969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
85,800.0,Clear,clear sky,01d,stations,10000.0,1608737790.0,7200.0,Umm Kaddadah,200,26.69,13.6,-312.8079999999999,295.91,81.59000000000002,81.59000000000002,1009.0,16.0,3.89,52.0,0.0,,,SD,1608697964.0,1608738724.0,,,,1009.0,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
87,804.0,Clouds,overcast clouds,04n,stations,1804.0,1608737791.0,39600.0,Chokurdakh,200,147.92,70.63,-488.0271999999999,239.09,-15.753999999999948,-15.753999999999948,1016.0,89.0,5.34,345.0,100.0,,,RU,0.0,0.0,,,,1016.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,804.0,Clouds,overcast clouds,04d,stations,10000.0,1608737791.0,3600.0,Muros,200,-9.06,42.78,-361.8291999999999,283.78,53.99600000000005,55.004000000000055,1025.0,73.0,1.79,20.0,97.0,3.0,72671.0,ES,1608710679.0,1608743175.0,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,803.0,Clouds,broken clouds,04d,stations,10000.0,1608737791.0,-18000.0,Hualmay,200,-77.61,-11.1,-326.9019999999998,295.34,73.76000000000008,73.76000000000008,1015.0,65.0,4.42,200.0,66.0,,,PE,1608720392.0,1608766377.0,,,,1015.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,800.0,Clear,clear sky,01d,stations,10000.0,1608737629.0,-18000.0,Bethel,200,-73.41,41.37,-396.4971999999999,271.38,33.8,35.99600000000005,1030.0,55.0,1.07,226.0,1.0,1.0,3888.0,US,1608725848.0,1608758904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,600.0,Snow,light snow,13d,stations,10000.0,1608737792.0,-18000.0,Iqaluit,200,-68.51,63.75,-460.39,247.81,-0.39999999999994884,-0.39999999999994884,1003.0,70.0,5.26,326.0,90.0,1.0,797.0,CA,1608733385.0,1608749014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
93,800.0,Clear,clear sky,01n,stations,10000.0,1608737792.0,-32400.0,Saint Paul Harbor,200,-152.41,57.79,-392.3499999999999,270.11,37.4,37.4,989.0,69.0,5.38,207.0,1.0,1.0,7668.0,US,1608749617.0,1608773067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737793.0,18000.0,Bereket,200,55.52,39.24,-392.3499999999999,269.1,37.4,37.4,1017.0,76.0,7.07,79.0,100.0,,,TM,1608694499.0,1608728346.0,,,,1017.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,803.0,Clouds,broken clouds,04d,stations,10000.0,1608737680.0,7200.0,Cape Town,200,18.42,-33.93,-336.7839999999998,289.85,68.0,69.00800000000001,1015.0,72.0,7.2,300.0,75.0,1.0,1899.0,ZA,1608694387.0,1608746271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737794.0,-34200.0,Atuona,200,-139.03,-9.8,-318.51039999999995,298.38,78.42200000000004,78.42200000000004,1014.0,78.0,7.25,73.0,31.0,,,PF,1608735279.0,1608780981.0,,,,1014.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,761.0,Dust,dust,50d,stations,5000.0,1608737794.0,0.0,Atar,200,-13.05,20.52,-314.59,293.1,80.6,80.6,1018.0,11.0,6.2,80.0,0.0,1.0,2434.0,MR,1608708290.0,1608747479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,803.0,Clouds,broken clouds,04d,stations,10000.0,1608737024.0,3600.0,Lagos,200,3.75,6.58,-295.15,310.4,91.4,91.4,1009.0,63.0,3.1,210.0,75.0,1.0,1185.0,NG,1608702720.0,1608744983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737795.0,-14400.0,Bathsheba,200,-59.52,13.22,-304.87,301.15,86.0,86.0,1014.0,66.0,10.3,90.0,40.0,1.0,8772.0,BB,1608718619.0,1608759463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,800.0,Clear,clear sky,01d,stations,10000.0,1608737795.0,-28800.0,San Ramon,200,-121.98,37.78,-380.6535999999999,274.69,42.008,46.004000000000055,1024.0,45.0,3.6,80.0,1.0,1.0,4774.0,US,1608736855.0,1608771218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,500.0,Rain,light rain,10n,stations,10000.0,1608737795.0,39600.0,Buala,200,159.59,-8.14,-315.4647999999999,304.48,80.11400000000003,80.11400000000003,1005.0,77.0,0.42,112.0,79.0,,,SB,1608750194.0,1608795539.0,,,,1005.0,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
102,802.0,Clouds,scattered clouds,03n,stations,10000.0,1608737795.0,34200.0,Alyangula,200,136.42,-13.85,-314.59,306.12,80.6,80.6,1006.0,94.0,1.5,70.0,40.0,1.0,9527.0,AU,1608755133.0,1608801725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,801.0,Clouds,few clouds,02n,stations,10000.0,1608737796.0,10800.0,Ginir,200,40.7,7.13,-346.2771999999999,287.87,62.99600000000005,62.99600000000005,1012.0,50.0,2.48,60.0,24.0,,,ET,1608693907.0,1608736054.0,,,,1012.0,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,800.0,Clear,clear sky,01d,stations,10000.0,1608737796.0,-10800.0,Punta Arenas,200,-70.92,-53.15,-350.2299999999999,279.17,60.8,60.8,979.0,44.0,12.3,310.0,0.0,1.0,8487.0,CL,1608711253.0,1608772303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,600.0,Snow,light snow,13n,stations,10000.0,1608737606.0,10800.0,Konyshevka,200,35.29,51.84,-428.83239999999995,258.93,17.00600000000003,17.6,1023.0,78.0,4.0,160.0,90.0,1.0,9031.0,RU,1608702294.0,1608730264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737796.0,18000.0,Mingora,200,72.36,34.78,-371.0631999999998,278.72,49.22600000000009,49.22600000000009,1020.0,45.0,2.52,32.0,70.0,,,PK,1608689707.0,1608725052.0,,,,1020.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,800.0,Clear,clear sky,01n,stations,10000.0,1608737796.0,28800.0,Jiuquan,200,98.52,39.74,-430.80879999999996,260.41,16.033999999999992,16.033999999999992,1031.0,74.0,0.9,235.0,0.0,,,CN,1608684266.0,1608717932.0,,,,1031.0,857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737797.0,25200.0,Dikson,200,80.55,73.51,-489.5175999999999,239.11,-16.581999999999965,-16.581999999999965,1034.0,87.0,4.63,46.0,92.0,,,RU,0.0,0.0,,,,1034.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737797.0,25200.0,Padang,200,100.35,-0.95,-319.57959999999986,301.6,77.82800000000006,77.82800000000006,1010.0,77.0,1.79,73.0,98.0,,,ID,1608678744.0,1608722576.0,,,,1010.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737797.0,-25200.0,Norman Wells,200,-126.83,65.28,-476.59,244.92,-9.399999999999949,-9.399999999999949,1002.0,76.0,2.1,100.0,75.0,1.0,951.0,CA,1608749101.0,1608761301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,803.0,Clouds,broken clouds,04d,stations,10000.0,1608737797.0,10800.0,Chepareria,200,35.2,1.31,-334.71039999999994,291.94,69.42200000000004,69.42200000000004,1009.0,46.0,2.46,65.0,82.0,,,KE,1608694620.0,1608737982.0,,,,1009.0,829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737798.0,25200.0,Manggar,200,108.27,-2.88,-316.6311999999999,303.66,79.46600000000001,79.46600000000001,1008.0,85.0,2.1,338.0,100.0,,,ID,1608676641.0,1608720876.0,,,,1008.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,800.0,Clear,clear sky,01d,stations,10000.0,1608737542.0,-28800.0,San Jose,200,-121.89,37.34,-379.45479999999986,277.09,39.992,46.99400000000007,1024.0,48.0,0.89,275.0,0.0,3.0,2004322.0,US,1608736758.0,1608771272.0,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
116,801.0,Clouds,few clouds,02d,stations,10000.0,1608737798.0,-21600.0,Nuevo Progreso,200,-97.95,23.17,-323.43519999999984,299.09,75.00200000000008,75.99199999999999,1018.0,60.0,0.45,225.0,22.0,3.0,2033166.0,MX,1608728992.0,1608767543.0,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,600.0,Snow,light snow,13n,stations,10000.0,1608737799.0,-10800.0,Ilulissat,200,-51.1,69.22,-402.07,266.04,32.0,32.0,990.0,96.0,7.2,130.0,75.0,1.0,165.0,GL,0.0,0.0,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
118,500.0,Rain,light rain,10n,stations,10000.0,1608737799.0,-32400.0,Kenai,200,-151.26,60.55,-398.7003999999999,268.37,33.8,33.998000000000026,987.0,100.0,5.7,170.0,90.0,1.0,7680.0,US,1608750821.0,1608771311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
119,600.0,Snow,light snow,13n,stations,4400.0,1608737799.0,25200.0,Strezhevoy,200,77.59,60.73,-479.8299999999998,242.57,-11.199999999999946,-11.199999999999946,1011.0,76.0,4.0,80.0,90.0,1.0,8986.0,RU,1608695998.0,1608716250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,804.0,Clouds,overcast clouds,04d,stations,10000.0,1608737799.0,-10800.0,Sinnamary,200,-52.95,5.38,-314.2659999999999,302.55,80.78000000000004,80.78000000000004,1011.0,84.0,5.15,73.0,98.0,,,GF,1608716207.0,1608758721.0,,,,1011.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,800.0,Clear,clear sky,01n,stations,10000.0,1608737799.0,7200.0,Aswān,200,32.91,24.09,-330.91959999999983,289.83,71.52800000000006,71.52800000000006,1015.0,22.0,4.55,347.0,4.0,,,EG,1608697690.0,1608736012.0,,,,1015.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,800.0,Clear,clear sky,01n,stations,10000.0,1608737780.0,-36000.0,Makakilo City,200,-158.09,21.35,-341.44959999999986,292.64,62.6,68.0,1016.0,88.0,2.1,40.0,1.0,1.0,7868.0,US,1608743209.0,1608782203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,800.0,Clear,clear sky,01d,stations,10000.0,1608737800.0,-10800.0,São Pedro do Sul,200,-54.18,-29.62,-321.07,296.52,77.0,77.0,1014.0,57.0,5.1,110.0,0.0,1.0,8430.0,BR,1608712478.0,1608763040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737800.0,37800.0,Mount Gambier,200,140.77,-37.83,-359.94999999999993,284.97,55.4,55.4,1020.0,87.0,2.1,270.0,90.0,1.0,9560.0,AU,1608750775.0,1608803994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,501.0,Rain,moderate rain,10n,stations,10000.0,1608737800.0,32400.0,Naze,200,129.48,28.37,-353.46999999999997,287.2,59.0,59.0,1018.0,93.0,3.1,120.0,75.0,1.0,8002.0,JP,1608761488.0,1608798702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
126,701.0,Mist,mist,50d,stations,9656.0,1608737800.0,-28800.0,Lompoc,200,-120.46,34.64,-390.5356,273.14,37.4,39.2,1021.0,100.0,3.1,80.0,20.0,1.0,4747.0,US,1608735976.0,1608771368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,521.0,Rain,shower rain,09n,stations,10000.0,1608737800.0,14400.0,Bambous Virieux,200,57.76,-20.34,-317.66799999999995,299.72,78.8,78.99800000000002,1012.0,83.0,6.7,130.0,75.0,1.0,2061.0,MU,1608686831.0,1608734938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,803.0,Clouds,broken clouds,04d,stations,10000.0,1608737800.0,3600.0,Tortolì,200,9.66,39.93,-349.1931999999998,289.17,55.99400000000007,66.2,1025.0,72.0,1.0,190.0,75.0,1.0,6733.0,IT,1608705634.0,1608739231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,801.0,Clouds,few clouds,02d,stations,10000.0,1608737801.0,7200.0,Kruisfontein,200,24.73,-34.0,-330.0771999999999,294.36,71.99600000000005,71.99600000000005,1010.0,73.0,4.92,228.0,16.0,3.0,2035063.0,ZA,1608692861.0,1608744768.0,,,,,,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,500.0,Rain,light rain,10d,stations,10000.0,1608737801.0,0.0,Harper,200,-7.72,4.38,-312.9375999999998,303.67,81.51800000000009,81.51800000000009,1009.0,76.0,3.11,210.0,92.0,,,LR,1608705244.0,1608747967.0,,,,1009.0,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58
131,600.0,Snow,light snow,13n,stations,194.0,1608737801.0,39600.0,Srednekolymsk,200,153.68,67.45,-492.9519999999999,237.8,-18.489999999999966,-18.489999999999966,1009.0,88.0,4.96,309.0,100.0,,,RU,0.0,0.0,,,,1009.0,1007.0,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
132,803.0,Clouds,broken clouds,04n,stations,1562.0,1608737801.0,-10800.0,Upernavik,200,-56.15,72.79,-428.86479999999995,260.6,17.114000000000033,17.114000000000033,998.0,95.0,1.86,325.0,72.0,,,GL,0.0,0.0,,,,998.0,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,801.0,Clouds,few clouds,02d,stations,10000.0,1608737801.0,-10800.0,Castro,200,-50.01,-24.79,-322.9491999999999,298.25,75.95600000000003,75.95600000000003,1013.0,65.0,2.66,80.0,22.0,,,BR,1608712143.0,1608761373.0,,,,1013.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,800.0,Clear,clear sky,01n,stations,10000.0,1608737801.0,34200.0,Yulara,200,130.99,-25.24,-327.54999999999995,291.67,73.4,73.4,1015.0,38.0,5.7,70.0,0.0,1.0,9487.0,AU,1608755059.0,1608804406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737802.0,0.0,Grindavik,200,-22.43,63.84,-402.07,267.77,32.0,32.0,1025.0,74.0,4.1,170.0,40.0,1.0,90.0,IS,1608722411.0,1608737862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,600.0,Snow,light snow,13n,stations,135.0,1608737802.0,43200.0,Provideniya,200,-173.3,64.38,-422.0931999999998,261.88,20.87600000000009,20.87600000000009,972.0,97.0,3.32,207.0,100.0,,,RU,1608845580.0,1608859993.0,,,,972.0,961.0,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
137,800.0,Clear,clear sky,01n,stations,10000.0,1608737802.0,-36000.0,Makaha,200,-158.22,21.47,-342.6159999999999,293.72,62.6,68.0,1016.0,93.0,0.34,93.0,1.0,1.0,7866.0,US,1608743255.0,1608782219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,501.0,Rain,moderate rain,10d,stations,9229.0,1608737802.0,-14400.0,Pimenta Bueno,200,-61.19,-11.67,-308.9847999999999,306.85,83.71400000000003,83.71400000000003,1010.0,78.0,1.64,295.0,90.0,,,BR,1608716387.0,1608762497.0,,,,1010.0,990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
139,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
140,500.0,Rain,light rain,10d,stations,10000.0,1608737802.0,-10800.0,Piaçabuçu,200,-36.43,-10.41,-310.83159999999987,301.67,82.68800000000005,82.68800000000005,1012.0,65.0,5.43,104.0,100.0,,,BR,1608710580.0,1608756415.0,,,,1012.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6912
141,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737802.0,-18000.0,Key Largo,200,-80.45,25.09,-328.1656,292.41,71.99600000000005,73.99400000000007,1021.0,63.0,7.58,88.0,34.0,3.0,2018377.0,US,1608725031.0,1608763102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,620.0,Snow,light shower snow,13n,stations,10000.0,1608737803.0,10800.0,Nikolskoye,200,30.79,59.7,-408.42039999999986,266.0,28.004000000000055,28.994000000000074,1006.0,92.0,4.0,160.0,90.0,1.0,8926.0,RU,1608706621.0,1608728098.0,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
143,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737803.0,28800.0,Kalilangan,200,124.73,7.82,-341.0283999999998,293.77,65.91200000000006,65.91200000000006,1010.0,86.0,0.54,343.0,86.0,,,PH,1608673806.0,1608715807.0,,,,1010.0,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,,,
145,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737804.0,10800.0,Kütahya,200,29.98,39.42,-392.3499999999999,273.27,37.4,37.4,1021.0,59.0,0.5,0.0,75.0,1.0,6988.0,TR,1608700663.0,1608734446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,800.0,Clear,clear sky,01d,stations,10000.0,1608737751.0,-25200.0,Saint George,200,-113.58,37.1,-397.4691999999999,268.7,30.002000000000077,35.99600000000005,1029.0,29.0,3.6,250.0,1.0,1.0,5832.0,US,1608734723.0,1608769317.0,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,800.0,Clear,clear sky,01n,stations,10000.0,1608737804.0,14400.0,Sur,200,59.53,22.57,-331.43799999999993,293.36,71.24000000000002,71.24000000000002,1016.0,57.0,3.55,44.0,5.0,,,OM,1608691111.0,1608729808.0,,,,1016.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737804.0,50400.0,Lufilufi,200,-171.6,-13.87,-321.07,301.33,77.0,77.0,1009.0,94.0,3.74,318.0,90.0,1.0,7315.0,WS,1608829081.0,1608875675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737804.0,7200.0,Port Alfred,200,26.89,-33.59,-328.26279999999986,297.81,73.00400000000005,73.00400000000005,1008.0,85.0,2.68,241.0,32.0,3.0,2011314.0,ZA,1608692409.0,1608744183.0,,,,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737804.0,3600.0,Bjørnevatn,200,29.98,69.67,-408.5499999999999,264.06,28.4,28.4,1009.0,92.0,6.7,130.0,75.0,1.0,1639.0,NO,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737805.0,39600.0,New Norfolk,200,147.06,-42.78,-371.3223999999999,280.2,46.99400000000007,51.008,1013.0,64.0,1.34,21.0,69.0,3.0,2031307.0,AU,1608748279.0,1608803469.0,,,,,,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,800.0,Clear,clear sky,01n,stations,10000.0,1608737643.0,-28800.0,Fortuna,200,-124.16,40.6,-398.8299999999999,267.9,33.8,33.8,1024.0,61.0,5.1,130.0,1.0,1.0,4127.0,US,1608737884.0,1608771236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,802.0,Clouds,scattered clouds,03n,stations,10000.0,1608737805.0,10800.0,Faya,200,42.45,18.39,-346.98999999999995,288.51,62.6,62.6,1023.0,82.0,4.1,210.0,40.0,1.0,7396.0,SA,1608694717.0,1608734403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737805.0,36000.0,Kavieng,200,150.8,-2.57,-310.0215999999999,305.61,83.13800000000005,83.13800000000005,1006.0,72.0,1.59,83.0,74.0,,,PG,1608752892.0,1608797061.0,,,,1006.0,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,701.0,Mist,mist,50d,stations,8047.0,1608737682.0,-28800.0,San Marcos,200,-117.17,33.14,-377.4459999999999,278.27,39.2,53.00600000000003,1019.0,87.0,2.1,70.0,1.0,1.0,3700.0,US,1608734955.0,1608770808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737806.0,25200.0,Qui Nhon,200,109.23,13.77,-329.2995999999999,296.39,72.42800000000007,72.42800000000007,1012.0,86.0,4.17,337.0,95.0,,,VN,1608678166.0,1608718889.0,,,,1012.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737806.0,46800.0,Ahipara,200,173.17,-35.17,-342.5835999999999,290.49,65.04800000000003,65.04800000000003,1002.0,89.0,4.58,338.0,98.0,,,NZ,1608743461.0,1608795751.0,,,,1002.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737807.0,10800.0,Kibakwe,200,36.37,-6.72,-332.40999999999997,295.68,70.7,70.7,1008.0,75.0,1.85,101.0,47.0,,,TZ,1608693499.0,1608738541.0,,,,1008.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,801.0,Clouds,few clouds,02n,stations,10000.0,1608737807.0,10800.0,Eyl,200,49.82,7.98,-320.0331999999998,293.47,77.57600000000009,77.57600000000009,1012.0,60.0,10.53,47.0,17.0,,,SO,1608691807.0,1608733775.0,,,,1012.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,804.0,Clouds,overcast clouds,04d,stations,10000.0,1608737807.0,-21600.0,Cedar Lake,200,-87.44,41.36,-376.7331999999998,275.24,44.99600000000005,46.99400000000007,1006.0,67.0,5.81,190.0,99.0,3.0,2006671.0,US,1608729214.0,1608762275.0,,,,,,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,800.0,Clear,clear sky,01n,stations,10000.0,1608737557.0,10800.0,Riyadh,200,46.72,24.69,-337.27,291.68,68.0,68.0,1017.0,42.0,1.0,120.0,0.0,1.0,7424.0,SA,1608694450.0,1608732621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,800.0,Clear,clear sky,01n,stations,10000.0,1608737808.0,3600.0,Lamovita,200,16.91,44.93,-356.71,285.68,57.2,57.2,1020.0,76.0,2.1,270.0,0.0,1.0,6904.0,BA,1608704900.0,1608736483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,800.0,Clear,clear sky,01n,stations,10000.0,1608737645.0,28800.0,Geraldton,200,114.6,-28.77,-337.27,293.29,68.0,68.0,1008.0,82.0,3.1,360.0,0.0,1.0,9522.0,AU,1608672079.0,1608722398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,802.0,Clouds,scattered clouds,03d,stations,10000.0,1608737809.0,-10800.0,Bariloche,200,-71.31,-41.15,-350.2299999999999,278.82,60.8,60.8,1014.0,38.0,12.3,290.0,40.0,1.0,8315.0,AR,1608714619.0,1608769124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,803.0,Clouds,broken clouds,04n,stations,10000.0,1608737720.0,32400.0,Muroto-misakicho,200,134.15,33.28,-364.3563999999998,281.66,52.952000000000076,52.952000000000076,1021.0,58.0,2.5,321.0,62.0,,,JP,1608761067.0,1608796880.0,,,,1021.0,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,800.0,Clear,clear sky,01d,stations,10000.0,1608737655.0,-25200.0,Boulder,200,-105.35,40.08,-420.37599999999986,262.1,8.006000000000029,26.6,1018.0,32.0,2.6,130.0,1.0,1.0,3406.0,US,1608733272.0,1608766817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,804.0,Clouds,overcast clouds,04n,stations,10000.0,1608737811.0,25200.0,Tuy Hoa,200,109.3,13.08,-329.9799999999999,297.31,72.05,72.05,1012.0,89.0,2.79,349.0,97.0,,,VN,1608678074.0,1608718948.0,,,,1012.0,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,800.0,Clear,clear sky,01d,stations,10000.0,1608737811.0,7200.0,Calvinia,200,19.78,-31.47,-333.70599999999985,287.69,69.98000000000005,69.98000000000005,1012.0,35.0,7.78,242.0,0.0,,,ZA,1608694447.0,1608745559.0,,,,1012.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
